category,name,message,status,severity,type,email_subject,is_audit,send_to_syslog
common,InstantRecoverSnapshotStartFailed,${username} failed to start a job to instantly recover '${snappableName}' (${snappableType}) with a snapshot taken at '${snapshotDate}'. Failure reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
common,InstantRecoverSnapshotStarted,${username} started a job to instantly recover '${snappableName}' (${snappableType}) with a snapshot taken at '${snapshotDate}'.,Success,Info,Recovery,n/a,Yes,Yes
o365,InsufficientO365AppsOfType,The number of ${snappableType} apps (${appCount}) authenticated for ${orgName} is not sufficient to meet the configured SLAs. We recommend increasing the number of apps to ${recommendedAppCount}. Add ${snappableType} apps via the Manage Enterprise Apps button on the Microsoft 365 inventory page.,Failure,Warning,Diagnostic,Insufficient number of ${snappableType} apps for Microsoft 365,No,No
managed_volume,InternalExportSlaSnapshot,${username} exported the snapshot '${snapshot}' of SLA Managed Volume '${mv}'.,Success,Info,Recovery,n/a,Yes,Yes
managed_volume,InternalExportSlaSnapshotFailure,${username} failed to export the snapshot '${snapshot}' of SLA Managed Volume '${mv}'. Reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
managed_volume,InternalExportSnapshot,${username} exported the snapshot '${snapshot}' of Managed Volume '${mv}'.,Success,Info,Recovery,n/a,Yes,Yes
managed_volume,InternalExportSnapshotFailure,${username} failed to export the snapshot '${snapshot}' of Managed Volume '${mv}'. Reason: ${reason}.,Failure,Info,Recovery,n/a,Yes,Yes
managed_volume,InternalResizeManagedVolume,${username} started the operation to resize managed volume for '${mv}'.,Success,Info,Configuration,n/a,Yes,Yes
managed_volume,InternalResizeManagedVolumeFailure,${username} failed to resize managed volume for '${mv}'. Reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
managed_volume,InternalUpdateManagedVolume,${username} updated the Managed Volume '${mv}'.,Success,Info,Configuration,n/a,Yes,Yes
managed_volume,InternalUpdateManagedVolumeFailure,${username} failed to update the Managed Volume '${mv}'. Reason: ${reason}.,Failure,Info,Configuration,n/a,Yes,Yes
appflows,IsolatedRecoveryCleanupTriggered,${userEmail} triggered a cyber recovery cleanup job for recovery '${recoveryName}'.,Success,Info,ISOLATED_RECOVERY,n/a,Yes,Yes
app_failover,IsolatedRecoveryConfigurationFailed,Failed to complete configuration of virtual machines: ${reason},TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryConfigurationStarted,Starting configuration of virtual machines,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryConfigurationSucceeded,Successfully completed configuration of virtual machines,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryDeployEnvironmentFailed,"Failed to deploy recovery environment for cyber recovery of Recovery Plan '${planName}', recovery name: '${recoveryName}': ${reason}.",TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryDeployEnvironmentStarted,"Starting deployment of recovery environment for cyber recovery of Recovery Plan '${planName}', recovery name: '${recoveryName}'.",TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryDeployEnvironmentSucceeded,"Successfully completed deployment of recovery environment for cyber recovery of Recovery Plan '${planName}', recovery name: '${recoveryName}'.",TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryFailed,Failed to complete cyber recovery: ${reason},Failure,Critical,ISOLATED_RECOVERY,Cyber Recovery Failed,No,No
app_failover,IsolatedRecoveryFinalizeFailed,Failed to complete final tasks of releasing resources for cyber recovery: ${reason},TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryFinalizeStarted,Starting final tasks of releasing resources for cyber recovery,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryFinalizeSucceeded,Successfully completed final tasks of releasing resources for cyber recovery,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
appflows,IsolatedRecoveryLocked,${userEmail} locked cyber recovery '${recoveryName}' for recovery plan '${planName}'.,Success,Info,ISOLATED_RECOVERY,n/a,Yes,Yes
app_failover,IsolatedRecoveryNetworkConfigurationFailed,Error occurred during network configuration of virtual machines,TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryNetworkConfigurationStarted,Starting to execute network configuration,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryNetworkConfigurationSucceeded,Successfully completed network configuration of virtual machines,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPostScriptFailed,Error occured during validation of post-recovery scripts,TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPostScriptStarted,Starting to execute post-recovery scripts,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPostScriptSucceeded,Successfully completed validation of post-recovery scripts,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareDataFailed,Failed to complete initialization process for cyber recovery: ${reason},TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareDataStarted,Starting initialization process for cyber recovery,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareDataSucceeded,Successfully completed initialization process for cyber recovery,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareResourceFailed,Failed to complete resource validation and initialization: ${reason},TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareResourceStarted,Starting resource validation and initialization,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryPrepareResourceSucceeded,Successfully completed resource validation and initialization,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryRecoverObjectsFailed,Failed to complete recovery of virtual machines: ${reason},TaskFailure,Critical,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryRecoverObjectsStarted,Starting recovery of virtual machines,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryRecoverObjectsSucceeded,Successfully completed recovery of virtual machines,TaskSuccess,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryScheduled,Scheduled a job to execute cyber recovery,Queued,Info,ISOLATED_RECOVERY,n/a,No,No
app_failover,IsolatedRecoveryStarted,Starting cyber recovery via ${dataTransferType}. Use the ${undoOnFailure} setting to abort and cleanup the recovery.,TaskSuccess,Info,ISOLATED_RECOVERY,Cyber Recovery Started,No,No
app_failover,IsolatedRecoverySucceeded,Successfully completed cyber recovery,Success,Info,ISOLATED_RECOVERY,Cyber Recovery Succeeded,No,No
appflows,IsolatedRecoveryTriggered,${userEmail} triggered a cyber recovery '${recoveryName}' to ${targetSite}.,Success,Info,ISOLATED_RECOVERY,Cyber Recovery Triggered,Yes,Yes
korg,JobCanceled,Job instance ${jobInstanceID} canceled.,Canceled,Info,Diagnostic,n/a,No,No
korg,JobCancellationIssued,Cancellation request issued for job instance ${jobInstanceID}.,Canceling,Info,Diagnostic,n/a,No,No
korg,JobCancellationIssuedByUser,Cancellation request received for job instance ${jobInstanceID} by user ${user}.,TaskSuccess,Info,Diagnostic,n/a,No,No
k8s,K8sAddKubernetesClusterFailure,"${userName} was unable to add the Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sAddKubernetesClusterSuccess,"${userName} added the Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sCreateProtectionSetFailure,"${userName} was unable to create the Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sCreateProtectionSetSuccess,"${userName} created the Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sDeleteKubernetesClusterFailure,"${userName} was unable to initiate the deletion of Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sDeleteKubernetesClusterSuccess,"${userName} initiated the deletion of Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sDeleteProtectionSetFailure,"${userName} was unable to delete the Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sDeleteProtectionSetSuccess,"${userName} initiated the deletion of Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sExportSnapshotStartFailed,${userName} failed to start a job to export Kubernetes snapshot  ${snapshotId}.,Failure,Critical,Recovery,n/a,Yes,Yes
k8s,K8sExportSnapshotStarted,${userName} started a job to export Kubernetes snapshot ${snapshotId}.,Success,Info,Recovery,n/a,Yes,Yes
k8s,K8sGenerateManifestFailed,${userName} failed to generate a Kubernetes manifest for cluster ${k8sClusterName},Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sGenerateManifestSuccess,${userName} generated a Kubernetes manifest for cluster ${k8sClusterName},Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sGetObjectConfigFailed,${userName} was unable to retrieve the configuration for the Kubernetes object ${apigroup}/${resources}::${name} in ${scope} scope,Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sGetObjectConfigSuccess,${userName} retrieved the configuration for the Kubernetes object ${apigroup}/${resources}::${name} in ${scope} scope,Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sRegenerateManifestFailed,${userName} failed to regenerate Kubernetes manifest for cluster ${k8sClusterName},Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sRegenerateManifestSuccess,${userName} regenerated Kubernetes manifest for cluster ${k8sClusterName},Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sRestoreSnapshotStartFailed,${userName} failed to start a job to restore Kubernetes snapshot  ${snapshotId}.,Failure,Critical,Recovery,n/a,Yes,Yes
k8s,K8sRestoreSnapshotStarted,${userName} started a job to restore Kubernetes snapshot ${snapshotId}.,Success,Info,Recovery,n/a,Yes,Yes
k8s,K8sUpdateKubernetesClusterFailure,"${userName} was unable to modify the ${updatedFields} of the Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sUpdateKubernetesClusterSuccess,"${userName} modified the ${updatedFields} of the Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
k8s,K8sUpdateProtectionSetFailure,"${userName} was unable to modify the Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Failure,Critical,Configuration,n/a,Yes,Yes
k8s,K8sUpdateProtectionSetSuccess,"${userName} modified the Kubernetes protection set, ${kubernetesProtectionSet}, on Kubernetes cluster, ${kubernetesCluster}.",Success,Info,Configuration,n/a,Yes,Yes
kms_key_vault,KmsKeyVaultHealthCheckFailure,Connectivity health check failed for KMS ${kmsName} of type ${kmsType}.,Failure,Critical,Diagnostic,KMS Connectivity health check failure.,No,No
kupr,KuprBackupCanceled,Canceled ${maintenanceType} backup of ${user} Kubernetes Namespace ${snappable}.,Canceled,Info,Backup,Kubernetes Namespace Mailbox Backup Canceled,No,No
kupr,KuprBackupCanceling,Canceling ${maintenanceType} backup of ${user} Kubernetes Namespace ${snappable}.,TaskSuccess,Info,Backup,n/a,No,No
kupr,KuprBackupCompleted,Successfully created ${maintenanceType} snapshot of ${user} Kubernetes Namespace ${snappable}.,Success,Info,Backup,n/a,No,No
kupr,KuprBackupFailed,${maintenanceType} backup of ${user} Kubernetes Namespace ${snappable} failed. because ${reason},Failure,Critical,Backup,n/a,No,No
kupr,KuprBackupStarted,Started ${maintenanceType} backup of ${user} Kubernetes Namespace ${snappable}.,TaskSuccess,Info,Backup,n/a,No,No
kupr,KuprClusterRefreshCanceled,Canceled refreshing Kubernetes Cluster ${clusterName} with clusterID ${clusterUUID}.,Canceled,Info,Configuration,n/a,No,No
kupr,KuprClusterRefreshCanceling,Canceling refreshing Kubernetes Cluster ${clusterName} with clusterID ${clusterUUID}.,Canceling,Info,Configuration,n/a,No,No
kupr,KuprClusterRefreshCompleted,Successfully refreshed Kubernetes Cluster ${clusterName} with clusterID ${clusterUUID}.,Success,Info,Configuration,n/a,No,No
kupr,KuprClusterRefreshFailed,Refreshing Kubernetes Cluster ${clusterName} with clusterID ${clusterUUID} failed. Reason: ${reason}.,Failure,Critical,Configuration,n/a,No,No
kupr,KuprClusterRefreshStarted,Started refreshing Kubernetes Cluster ${clusterName} with clusterID ${clusterUUID}.,Success,Info,Configuration,n/a,No,No
kupr,KuprDeletingClusterStarted,${userName} deleted Kubernetes Cluster ${clusterName}.,Success,Info,Configuration,n/a,No,No
kupr,KuprDeletingClusterStarted,${userName} deleted Kubernetes Cluster ${clusterName}.,Success,Info,Configuration,n/a,Yes,Yes
kupr,KuprNamespaceExportCanceled,Canceled export of namespace snapshot with snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName} with clusterID ${targetClusterUUID}.,Canceled,Info,Recovery,n/a,No,No
kupr,KuprNamespaceExportCanceling,Canceling export of namespace snapshot with snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName} with clusterID ${targetClusterUUID}.,Canceling,Info,Recovery,n/a,No,No
kupr,KuprNamespaceExportCompleted,Successfully exported namespace snapshot with snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName} with clusterID ${targetClusterUUID}.,Success,Info,Recovery,n/a,No,No
kupr,KuprNamespaceExportFailed,Export of namespace snapshot with snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName} with clusterID ${targetClusterUUID} failed. Reason: ${reason}.,Failure,Critical,Recovery,n/a,No,No
kupr,KuprNamespaceExportFilesetFailure,Failed to export PVC data for PVC ${pvcID}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
kupr,KuprNamespaceExportFilesetSnapshotTaskFailed,Failed to export PVC data from snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName}. Reason: ${reason}.,TaskFailure,Warning,Recovery,n/a,No,No
kupr,KuprNamespaceExportFilesetSnapshotTaskStarted,Started export of PVC data from snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName}.,TaskSuccess,Info,Recovery,n/a,No,No
kupr,KuprNamespaceExportFilesetSnapshotTaskSuccess,Successfully exported PVC data from snapshotID ${snapshotID} to Kubernetes Namespace ${targetNamespace} in Cluster ${targetClusterName}.,TaskSuccess,Info,Recovery,n/a,No,No
